"entrezgene","mgi_symbol","gene_biotype","ensembl_gene_id","description","featureCounts_WT.1","featureCounts_WT.2","featureCounts_WT.3","featureCounts_p53null.1","featureCounts_p53null.2","featureCounts_p53null.3","Base_Mean","log2(FC)","StdErr","Wald-Stats","P-value","P-adj"
27355,"Pald1","protein_coding","ENSMUSG00000020092","phosphatase domain containing, paladin 1 [Source:MGI Symbol;Acc:MGI:1351623]",348.8409544,409.4328884,379.2571857,858.8388304,795.1864845,488.969768,546.7543519,0.856198175,0.249145674,3.436536387,0.000589203,0.002747386
114128,"Laptm4b","protein_coding","ENSMUSG00000022257","lysosomal-associated protein transmembrane 4B [Source:MGI Symbol;Acc:MGI:1890494]",3426.717414,3578.443445,3880.434959,2542.503072,2514.692301,2870.326749,3135.519657,-0.449870396,0.13091589,-3.436331484,0.000589649,0.002748685
56452,"Orc6","protein_coding","ENSMUSG00000031697","origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]",863.6898229,672.6397453,890.8651195,1270.779127,1202.124867,1298.697107,1033.132632,0.615732317,0.179204469,3.435920541,0.000590544,0.002752076
18749,"Prkacb","protein_coding","ENSMUSG00000005034","protein kinase, cAMP dependent, catalytic, beta [Source:MGI Symbol;Acc:MGI:97594]",2783.997585,2463.61618,1848.461709,3698.014502,4088.074106,3090.48683,2995.441819,0.597942171,0.174041397,3.435631877,0.000591174,0.002754229
18140,"Uhrf1","protein_coding","ENSMUSG00000001228","ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]",3929.227856,3852.178576,4239.672704,6965.192362,4574.021402,6110.885245,4945.196358,0.540715044,0.157419263,3.434872147,0.000592833,0.002761179
24075,"Taf10","protein_coding","ENSMUSG00000043866","TATA-box binding protein associated factor 10 [Source:MGI Symbol;Acc:MGI:1346320]",5492.842938,6581.34123,5795.628137,4752.430491,4158.587437,4192.936375,5162.294435,-0.440491237,0.128289879,-3.43356188,0.000595706,0.002773773
230612,"Slc5a9","protein_coding","ENSMUSG00000028544","solute carrier family 5 (sodium/glucose cotransporter), member 9 [Source:MGI Symbol;Acc:MGI:2140201]",162.6428887,181.3202792,246.9064376,342.9686418,467.2570154,406.5128088,301.2680119,0.958510344,0.279252688,3.432412233,0.000598237,0.002784303
237459,"Cdk17","protein_coding","ENSMUSG00000020015","cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517]",2068.368874,1947.730741,1882.939635,2492.427761,3278.445132,2725.202501,2399.185774,0.514963295,0.150030928,3.43238092,0.000598307,0.002784303
100862111,NA,NA,NA,NA,2547.32414,2998.218552,2524.673934,1215.034913,1720.355375,2096.055903,2183.610469,-0.656773819,0.191429697,-3.430887833,0.000601609,0.00279888
67513,"Faap20","protein_coding","ENSMUSG00000073684","Fanconi anemia core complex associated protein 20 [Source:MGI Symbol;Acc:MGI:1914763]",1151.960322,990.82759,1027.664632,716.1714339,692.3899411,661.3048127,873.3864553,-0.597162058,0.174103914,-3.429917485,0.000603765,0.002808113
24018,"Rngtt","protein_coding","ENSMUSG00000028274","RNA guanylyltransferase and 5'-phosphatase [Source:MGI Symbol;Acc:MGI:1329041]",651.69323,875.016573,666.2025051,951.4309155,1351.647112,1387.750623,980.6234931,0.718913258,0.209612035,3.429732741,0.000604176,0.00280923
231086,"Hadhb","protein_coding","ENSMUSG00000059447","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit [Source:MGI Symbol;Acc:MGI:2136381]",1470.516049,1836.598957,1468.092332,981.6650657,1045.806156,1138.730606,1323.568194,-0.576244231,0.168018301,-3.429651569,0.000604357,0.002809276
16440,"Itpr3","protein_coding","ENSMUSG00000042644","inositol 1,4,5-triphosphate receptor 3 [Source:MGI Symbol;Acc:MGI:96624]",11540.91505,11348.30986,12893.63212,17291.09949,16943.58894,14014.38478,14005.32171,0.424841509,0.123877547,3.429527936,0.000604632,0.002809761
226866,"Sbspon","protein_coding","ENSMUSG00000032719","somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]",6.730050568,2.339616505,3.336573481,17.00670951,87.50449562,50.2987451,27.86936513,1.760708223,0.513463882,3.429079018,0.000605633,0.002813617
100504526,NA,NA,NA,NA,37.01527812,72.52811167,6.673146963,0.944817195,0,0,19.52689232,-1.722633872,0.502497647,-3.428143164,0.000607725,0.002822537
66404,"Rtf2","protein_coding","ENSMUSG00000027502","replication termination factor 2 [Source:MGI Symbol;Acc:MGI:1913654]",5862.99572,7361.603334,6912.268062,4924.387221,5192.499779,4586.25607,5806.668364,-0.446310455,0.130193528,-3.428054085,0.000607924,0.002822665
101476,"Plekha1","protein_coding","ENSMUSG00000040268","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 [Source:MGI Symbol;Acc:MGI:2442213]",4453.050126,4745.912081,3830.386357,5364.672034,8098.838415,5959.16444,5408.670575,0.561065152,0.163708085,3.427229332,0.000609774,0.002830453
20687,"Sp3","protein_coding","ENSMUSG00000027109","trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]",2002.190044,1624.863663,1698.315902,1964.274949,3167.153006,3736.124821,2365.487064,0.705059464,0.205762551,3.426568438,0.00061126,0.002836549
74132,"Rnf6","protein_coding","ENSMUSG00000029634","ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382]",3882.117502,3563.235938,3507.85092,4331.98684,5226.482107,6115.832663,4437.917662,0.50624599,0.147765393,3.42601187,0.000612514,0.002841565
18044,"Nfya","protein_coding","ENSMUSG00000023994","nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]",2202.969886,2199.239515,2544.693375,3029.083928,3333.666416,3233.961939,2757.269176,0.458152069,0.133751274,3.425403401,0.000613887,0.002847134
225997,"Trpm6","protein_coding","ENSMUSG00000024727","transient receptor potential cation channel, subfamily M, member 6 [Source:MGI Symbol;Acc:MGI:2675603]",19.06847661,50.30175487,16.68286741,119.9917838,145.2744539,100.5974902,75.31947113,1.541425369,0.450177176,3.42404158,0.000616972,0.002860632
234374,"Ddx49","protein_coding","ENSMUSG00000057788","DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:MGI Symbol;Acc:MGI:2136689]",4456.415151,4644.138763,4445.428068,3633.766932,2952.214779,3338.682277,3911.774329,-0.441685136,0.12902401,-3.423278621,0.000618706,0.002867865
15416,"Hoxb8","protein_coding","ENSMUSG00000056648","homeobox B8 [Source:MGI Symbol;Acc:MGI:96189]",412.7764348,281.9237889,378.1449946,692.551004,626.1244007,594.5146757,497.6725498,0.789660799,0.230720411,3.422587515,0.000620281,0.002874355
237436,"Gas2l3","protein_coding","ENSMUSG00000074802","growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]",639.3548039,439.847903,772.9728565,1080.870871,965.9476846,1195.625908,849.1033379,0.767160885,0.224179408,3.422084528,0.00062143,0.002878866
67145,"Tomm34","protein_coding","ENSMUSG00000018322","translocase of outer mitochondrial membrane 34 [Source:MGI Symbol;Acc:MGI:1914395]",1699.337768,1888.07052,1828.442268,2662.494856,2558.869328,2332.707375,2161.653686,0.47123307,0.137719224,3.421694187,0.000622323,0.002882189
100504139,NA,NA,NA,NA,10.09507585,8.188657769,20.01944089,50.07531134,151.2213614,48.64960592,48.04157552,1.69048645,0.494072816,3.421533012,0.000622692,0.002883085
100504655,NA,NA,NA,NA,104.3157838,148.5656481,122.3410277,261.714363,247.2214391,341.371811,204.2550121,1.061126659,0.310148786,3.421347129,0.000623117,0.002884244
13003,"Vcan","protein_coding","ENSMUSG00000021614","versican [Source:MGI Symbol;Acc:MGI:102889]",13144.91043,9652.087893,12895.85651,15707.58587,16303.02205,17785.9661,14248.23814,0.471598845,0.137865998,3.420704531,0.000624592,0.002890253
224129,"Adcy5","protein_coding","ENSMUSG00000022840","adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673]",150.3044627,99.43370148,74.51680775,0,16.14160599,21.43880939,60.30589788,-1.736186614,0.50764119,-3.420105872,0.000625968,0.002895805
100861638,NA,NA,NA,NA,213.118268,108.7921675,86.75091052,266.438449,338.9737257,464.2326802,246.3843668,1.200774107,0.351125708,3.419784078,0.000626709,0.002898417
12366,"Casp2","protein_coding","ENSMUSG00000029863","caspase 2 [Source:MGI Symbol;Acc:MGI:97295]",854.7164221,883.2052308,923.1186632,1212.200461,1406.868396,1329.206182,1101.552559,0.554809712,0.162250774,3.419458031,0.00062746,0.002900564
15382,"Hnrnpa1","protein_coding","ENSMUSG00000046434","heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]",17394.93737,16927.12542,14836.63008,22783.32184,20264.51198,21513.02065,18953.25789,0.388349737,0.113574041,3.419352981,0.000627702,0.002900564
234779,"Plcg2","protein_coding","ENSMUSG00000034330","phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]",2814.282812,3121.048418,2992.906413,4733.534148,4465.277951,3515.14017,3607.031652,0.499374462,0.146042746,3.419371907,0.000627659,0.002900564
104418,"Dgkz","protein_coding","ENSMUSG00000040479","diacylglycerol kinase zeta [Source:MGI Symbol;Acc:MGI:1278339]",5261.777869,5688.777533,5784.506226,8564.767874,9505.70681,6262.60605,6844.690394,0.527556387,0.154336383,3.418224369,0.000630311,0.0029118
26434,"Prnd","protein_coding","ENSMUSG00000027338","prion like protein doppel [Source:MGI Symbol;Acc:MGI:1346999]",587.7577496,361.4707501,170.1652476,855.0595616,1481.629518,553.2861961,668.2281705,1.188003669,0.347591151,3.41781908,0.000631251,0.00291532
269536,"Tex10","protein_coding","ENSMUSG00000028345","testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]",2158.102882,2096.296389,2241.065188,2879.802811,2800.993418,3358.471948,2589.122106,0.468204529,0.136993715,3.417708102,0.000631508,0.002915689
269356,"Slc4a11","protein_coding","ENSMUSG00000074796","solute carrier family 4, sodium bicarbonate transporter-like, member 11 [Source:MGI Symbol;Acc:MGI:2138987]",993.8041338,1061.016085,856.3871936,687.8269181,529.2747648,333.9506847,743.7099633,-0.851992161,0.249318303,-3.41728686,0.000632486,0.002919385
16420,"Itgb6","protein_coding","ENSMUSG00000026971","integrin beta 6 [Source:MGI Symbol;Acc:MGI:96615]",9602.660485,10370.35016,9277.898661,5807.791298,8122.626045,6944.525103,8354.308625,-0.477463942,0.139726691,-3.417127657,0.000632856,0.002920272
13353,"Dgcr6","protein_coding","ENSMUSG00000111647","DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877]",1369.565291,1656.448486,1672.735505,1158.345881,914.1246338,1019.168016,1298.397969,-0.58676903,0.171743093,-3.416550959,0.000634198,0.002925643
18475,"Pafah1b2","protein_coding","ENSMUSG00000003131","platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 [Source:MGI Symbol;Acc:MGI:108415]",11376.02881,11097.97089,10313.34863,8092.359276,8583.936153,8652.208727,9685.975415,-0.368202165,0.107790171,-3.415915966,0.000635679,0.002931651
26431,"Git2","protein_coding","ENSMUSG00000041890","G protein-coupled receptor kinase-interactor 2 [Source:MGI Symbol;Acc:MGI:1347053]",2908.50352,2926.860248,2705.961093,3561.016008,4136.498924,3901.038739,3356.646422,0.434644295,0.127294373,3.414481605,0.000639035,0.002946303
19142,"Prss12","protein_coding","ENSMUSG00000027978","protease, serine 12 neurotrypsin (motopsin) [Source:MGI Symbol;Acc:MGI:1100881]",1003.89921,1438.864151,1410.258391,854.1147444,745.9121083,803.1307825,1042.696565,-0.656409677,0.192261255,-3.414154751,0.000639802,0.002949013
12317,"Calr","protein_coding","ENSMUSG00000003814","calreticulin [Source:MGI Symbol;Acc:MGI:88252]",56191.43554,52915.1065,57182.19632,45472.16197,38070.4025,43972.64719,48967.325,-0.378523069,0.110880333,-3.413798078,0.00064064,0.002952048
67531,NA,NA,NA,NA,5257.291168,3014.595867,3216.456836,2513.213739,2115.399943,2477.831624,3099.131529,-0.667004656,0.19549909,-3.411804398,0.000645344,0.002972888
74528,"Mgme1","protein_coding","ENSMUSG00000027424","mitochondrial genome maintenance exonuclease 1 [Source:MGI Symbol;Acc:MGI:1921778]",471.1035397,563.8475778,658.417167,1096.932764,743.3634336,1115.642658,774.8845233,0.763486364,0.223868414,3.410424685,0.000648618,0.002987133
18102,"Nme1","protein_coding","ENSMUSG00000037601","NME/NM23 nucleoside diphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:97355]",10438.30843,11134.23495,11443.33485,8903.01243,6731.899255,8417.206394,9511.332718,-0.449401407,0.131792338,-3.409920586,0.000649818,0.002991821
12550,"Cdh1","protein_coding","ENSMUSG00000000303","cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]",59215.47159,63877.37964,57024.26518,75966.13694,85564.95422,72933.1804,69096.898,0.376006162,0.110308635,3.408673863,0.000652795,0.003003843
326623,"Tnfsf15","protein_coding","ENSMUSG00000050395","tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]",17.94680151,5.849041263,50.04860222,126.6055041,102.7965434,163.2647792,77.75187862,1.62974161,0.47811467,3.408683546,0.000652772,0.003003843
52132,"Ccdc97","protein_coding","ENSMUSG00000002608","coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]",3656.660808,3929.385921,3789.235284,2875.078725,2829.878397,2853.835357,3322.345749,-0.404859209,0.11879985,-3.407910106,0.000654625,0.00301142
69562,"Cdk13","protein_coding","ENSMUSG00000041297","cyclin-dependent kinase 13 [Source:MGI Symbol;Acc:MGI:1916812]",3446.907566,4227.687025,3730.289152,4869.587824,5765.102012,5111.5069,4525.18008,0.457367731,0.134275251,3.406195313,0.00065875,0.003029551
68337,"Crip2","protein_coding","ENSMUSG00000006356","cysteine rich protein 2 [Source:MGI Symbol;Acc:MGI:1915587]",957.9105308,1222.449624,1460.306994,597.1244673,407.7879407,888.0614504,922.2735012,-0.879522497,0.258220294,-3.406093623,0.000658996,0.003029832
67398,"Srpr","protein_coding","ENSMUSG00000032042","signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]",7129.366901,7365.112759,7260.383896,5807.791298,5562.0576,5458.650698,6430.560525,-0.366366002,0.107566847,-3.405937915,0.000659372,0.003030712
14751,"Gpi1","protein_coding","ENSMUSG00000036427","glucose phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:95797]",17950.16654,20499.71982,20433.176,15902.21821,14335.44523,14932.13074,17342.14276,-0.377998591,0.110990475,-3.40568495,0.000659983,0.003032673
330122,"Cxcl3","protein_coding","ENSMUSG00000029379","chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818]",551.8641466,573.2060438,325.87201,2053.087765,676.2483351,740.4634935,820.1236323,1.113771376,0.327080324,3.405192218,0.000661175,0.003037301
18163,"Ctnnd2","protein_coding","ENSMUSG00000022240","catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]",67.30050568,65.50926215,45.59983758,187.0738046,163.9647345,149.2470961,113.1158734,1.259338149,0.369859378,3.404910689,0.000661857,0.003039585
66877,"Crnkl1","protein_coding","ENSMUSG00000001767","crooked neck pre-mRNA splicing factor 1 [Source:MGI Symbol;Acc:MGI:1914127]",2419.453179,2275.277051,2122.060734,2767.369565,3529.914362,3384.033605,2749.684749,0.495883152,0.145679076,3.403942187,0.000664208,0.00304953
67345,"Herc4","protein_coding","ENSMUSG00000020064","hect domain and RLD 4 [Source:MGI Symbol;Acc:MGI:1914595]",2302.798969,2235.503571,2024.187912,2627.53662,3540.109061,3327.962873,2676.349834,0.521093318,0.153100092,3.403612063,0.000665011,0.003052365
29873,"Cspg5","protein_coding","ENSMUSG00000032482","chondroitin sulfate proteoglycan 5 [Source:MGI Symbol;Acc:MGI:1352747]",45.98867888,128.6789078,26.69258785,11.33780634,8.495582099,4.122847959,37.55273515,-1.725210165,0.507151182,-3.401767017,0.000669517,0.003072187
19082,"Prkag1","protein_coding","ENSMUSG00000067713","protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:108411]",3932.592882,3901.310523,4581.11539,3407.010806,2635.329567,2581.727392,3506.514427,-0.51423824,0.151193068,-3.401202502,0.000670901,0.003077679
17470,"Cd200","protein_coding","ENSMUSG00000022661","CD200 antigen [Source:MGI Symbol;Acc:MGI:1196990]",0,7.018849516,0,5250.349153,8505.776797,3082.241134,2807.564322,1.687915299,0.496351685,3.400643839,0.000672274,0.003083114
56150,"Mad2l1","protein_coding","ENSMUSG00000029910","MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374]",1000.534184,701.8849516,884.1919726,1338.805965,1222.514264,1576.57706,1120.7514,0.653192032,0.192086464,3.400510463,0.000672602,0.003083758
78294,"Rps27a","protein_coding","ENSMUSG00000020460","ribosomal protein S27A [Source:MGI Symbol;Acc:MGI:1925544]",26651.00025,23178.58072,22342.80822,17397.86383,17001.3589,19830.89868,21067.0851,-0.406681204,0.119615585,-3.399901489,0.000674101,0.003089772
277010,"Marveld1","protein_coding","ENSMUSG00000044345","MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570]",3870.900752,3425.198564,4043.927059,2759.811027,2680.356152,2885.169002,3277.560426,-0.438735651,0.12906431,-3.399356879,0.000675445,0.003095068
223838,"Adamts20","protein_coding","ENSMUSG00000022449","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]",0,0,0,43.46159098,33.13277019,20.6142398,16.20143349,1.701629517,0.500620439,3.399041239,0.000676225,0.003097779
56374,"Tmem59","protein_coding","ENSMUSG00000028618","transmembrane protein 59 [Source:MGI Symbol;Acc:MGI:1929278]",8538.19082,8359.449774,8189.063515,6711.036537,6582.37701,5781.881978,7360.333272,-0.390279181,0.114856472,-3.397972909,0.000678871,0.003109034
16776,"Lama5","protein_coding","ENSMUSG00000015647","laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]",11327.79678,11026.61259,11175.29678,8656.415142,7877.95328,9190.652671,9875.787874,-0.377741791,0.111181268,-3.39753088,0.000679969,0.003113194
56692,"Lamtor3","protein_coding","ENSMUSG00000091512","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:MGI Symbol;Acc:MGI:1929467]",1721.77127,2050.673867,1760.598607,1109.215387,1272.638198,1370.434662,1547.555332,-0.545921115,0.160792423,-3.395191793,0.000685805,0.00313904
52683,"Ncaph2","protein_coding","ENSMUSG00000008690","non-SMC condensin II complex, subunit H2 [Source:MGI Symbol;Acc:MGI:1289164]",11871.8092,13327.62542,13837.88242,9838.381453,8238.165961,10559.43819,11278.88378,-0.439809276,0.129562819,-3.394563956,0.00068738,0.00314537
12293,"Cacna2d1","protein_coding","ENSMUSG00000040118","calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",143.5744121,72.52811167,143.4726597,273.0521694,267.6108361,333.9506847,205.6981456,1.12901239,0.332821268,3.392248323,0.000693216,0.003171192
29812,"Ndrg3","protein_coding","ENSMUSG00000027634","N-myc downstream regulated gene 3 [Source:MGI Symbol;Acc:MGI:1352499]",2662.856675,2051.843675,2377.864701,1277.392848,1199.576192,1922.071719,1915.267635,-0.663064939,0.195492452,-3.391767472,0.000694433,0.003175878
12151,"Bmi1","protein_coding","ENSMUSG00000026739","Bmi1 polycomb ring finger oncogene [Source:MGI Symbol;Acc:MGI:88174]",907.4351515,670.3001288,758.5143714,935.3690232,1546.195942,1566.682225,1064.082807,0.754259782,0.222416608,3.391202606,0.000695866,0.003180661
23794,"Adamts5","protein_coding","ENSMUSG00000022894","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",240.0384702,197.6975947,183.5115415,470.5189632,646.5137977,278.704522,336.1641482,1.049771703,0.309554948,3.391228953,0.000695799,0.003180661
67418,"Ppil4","protein_coding","ENSMUSG00000015757","peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]",784.0508911,808.3375026,818.5726941,907.9693245,1796.815614,1532.874871,1108.103483,0.771879744,0.227644989,3.390717051,0.0006971,0.003185415
71389,"Chd6","protein_coding","ENSMUSG00000057133","chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]",2450.860082,2169.994309,2622.546756,2882.637262,4146.693622,3657.79071,2988.420457,0.547030439,0.161337835,3.390589931,0.000697424,0.003186007
67980,"Gnpda2","protein_coding","ENSMUSG00000029209","glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]",347.7192793,388.3763399,434.8667437,602.7933705,923.4697741,606.8832196,550.6847879,0.815141565,0.24046745,3.3898208,0.000699383,0.00319407
117592,"B3galt6","protein_coding","ENSMUSG00000050796","UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6 [Source:MGI Symbol;Acc:MGI:2152819]",357.8143552,435.16867,840.8165173,247.5421051,227.6816002,263.8622694,395.4809195,-1.03304842,0.304790935,-3.389367267,0.000700541,0.003197721
231214,"Cc2d2a","protein_coding","ENSMUSG00000039765","coiled-coil and C2 domain containing 2A [Source:MGI Symbol;Acc:MGI:1924487]",616.921302,572.0362356,460.4471404,863.5629163,835.1157203,1005.974902,725.6763695,0.68497383,0.202095611,3.389355297,0.000700572,0.003197721
54709,"Eif3i","protein_coding","ENSMUSG00000028798","eukaryotic translation initiation factor 3, subunit I [Source:MGI Symbol;Acc:MGI:1860763]",10272.30052,11900.45935,11287.62809,8747.117592,7326.590002,8815.473507,9724.928177,-0.420627384,0.124113266,-3.389060645,0.000701325,0.00320027
16398,"Itga2","protein_coding","ENSMUSG00000015533","integrin alpha 2 [Source:MGI Symbol;Acc:MGI:96600]",528.3089696,352.1122841,345.8914509,753.0193045,1140.956676,565.65474,614.3239042,0.926985931,0.273591464,3.388212184,0.000703498,0.003208991
268656,"Sptlc1","protein_coding","ENSMUSG00000021468","serine palmitoyltransferase, long chain base subunit 1 [Source:MGI Symbol;Acc:MGI:1099431]",3903.429329,4183.234312,4049.488015,3056.483626,3021.878553,3099.557096,3552.345155,-0.397722688,0.11738597,-3.388162047,0.000703627,0.003208991
66383,"Iscu","protein_coding","ENSMUSG00000025825","iron-sulfur cluster assembly enzyme [Source:MGI Symbol;Acc:MGI:1913633]",2541.715764,2657.80435,2786.038857,2122.05942,1789.16959,1781.894888,2279.780478,-0.478977695,0.141384651,-3.387763045,0.000704651,0.003212771
243910,"Nfkbid","protein_coding","ENSMUSG00000036931","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]",6.730050568,35.09424758,50.04860222,140.7777621,135.0797554,147.5979569,85.88806246,1.569432825,0.463286698,3.387606056,0.000705055,0.003212828
100504495,NA,NA,NA,NA,11911.06783,12516.9483,11725.8314,14977.24218,17065.92532,14935.42902,13855.40734,0.373478432,0.110246635,3.38766288,0.000704908,0.003212828
28185,"Tomm70a","protein_coding","ENSMUSG00000022752","translocase of outer mitochondrial membrane 70A [Source:MGI Symbol;Acc:MGI:106295]",5437.880859,4840.66655,3966.073678,6118.636156,6635.899177,7483.793616,5747.158339,0.496230913,0.14652297,3.38671072,0.000707359,0.003222436
67973,"Mphosph10","protein_coding","ENSMUSG00000030521","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:MGI Symbol;Acc:MGI:1915223]",1461.542648,1379.20393,1009.869574,1533.438308,2428.886922,2448.971688,1710.318845,0.704335686,0.207989613,3.386398364,0.000708165,0.003225213
18991,"Pou3f1","protein_coding","ENSMUSG00000090125","POU domain, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]",83.003957,90.07523546,130.1263658,325.0171151,310.9383048,161.61564,183.4627697,1.201325771,0.354771126,3.386199392,0.000708679,0.003226658
18131,"Notch3","protein_coding","ENSMUSG00000038146","notch 3 [Source:MGI Symbol;Acc:MGI:99460]",6828.757976,7926.62072,7897.66943,4901.711608,5865.349881,5879.18119,6549.881801,-0.43728091,0.129184261,-3.384939513,0.000711939,0.003240606
225115,"Svil","protein_coding","ENSMUSG00000024236","supervillin [Source:MGI Symbol;Acc:MGI:2147319]",7186.572331,7034.057023,6597.517964,8732.000517,10036.68069,8695.910916,8047.123241,0.394547998,0.116582399,3.384284444,0.00071364,0.003247449
58208,"Bcl11b","protein_coding","ENSMUSG00000048251","B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]",1803.653552,2567.729115,2015.290383,2617.14363,3499.330267,3730.352834,2705.583297,0.605303514,0.178876327,3.38392187,0.000714583,0.00325084
64685,"Nmi","protein_coding","ENSMUSG00000026946","N-myc (and STAT) interactor [Source:MGI Symbol;Acc:MGI:1928368]",570.9326232,388.3763399,496.0372576,935.3690232,832.5670457,727.27038,658.4254449,0.740329127,0.218849638,3.382820882,0.000717454,0.003262996
19356,"Rad17","protein_coding","ENSMUSG00000021635","RAD17 checkpoint clamp loader component [Source:MGI Symbol;Acc:MGI:1333807]",924.260278,581.3947016,531.6273747,1048.747087,1296.425828,1215.415578,932.9784746,0.764473592,0.226048983,3.381893531,0.00071988,0.003273125
110920,"Hspa13","protein_coding","ENSMUSG00000032932","heat shock protein 70 family, member 13 [Source:MGI Symbol;Acc:MGI:1309463]",831.1612451,674.9793618,626.1636233,953.3205499,1302.372736,1212.94187,933.4898976,0.674644331,0.199535507,3.381074085,0.000722031,0.003281994
212706,"N4bp3","protein_coding","ENSMUSG00000001053","NEDD4 binding protein 3 [Source:MGI Symbol;Acc:MGI:2442218]",100.9507585,228.1126093,97.87282212,416.6643831,299.8940481,357.0386333,250.0888757,1.160575182,0.343272869,3.380911479,0.000722458,0.003283029
66292,"Mrps21","protein_coding","ENSMUSG00000054312","mitochondrial ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913542]",2704.358653,2977.162003,2457.942465,2105.997528,1649.842044,1892.387213,2297.948318,-0.515382896,0.152448407,-3.380703714,0.000723005,0.003284604
68195,"Rnaset2b","protein_coding","ENSMUSG00000094724","ribonuclease T2B [Source:MGI Symbol;Acc:MGI:3702087]",1057.739614,882.0354225,863.0603405,714.2817995,395.8941258,369.4071772,713.7364133,-0.86180995,0.255019803,-3.379384425,0.000726483,0.003299496
329015,"Atg2a","protein_coding","ENSMUSG00000106907","autophagy related 2A [Source:MGI Symbol;Acc:MGI:1916291]",3138.446915,3373.727001,4267.477483,2609.585093,2506.196719,2418.462613,3052.315971,-0.505673998,0.149649965,-3.379045212,0.00072738,0.003302657
68463,"Mrpl14","protein_coding","ENSMUSG00000023939","mitochondrial ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1333864]",1188.9756,1242.336364,1123.313072,882.4592602,744.2129919,690.1647484,978.5770062,-0.598948821,0.177312455,-3.377928654,0.00073034,0.00331518
19075,"Prim1","protein_coding","ENSMUSG00000025395","DNA primase, p49 subunit [Source:MGI Symbol;Acc:MGI:97757]",979.2223576,708.9038011,770.7484742,1185.74558,1202.124867,1635.94607,1080.448525,0.682085475,0.201935149,3.377745171,0.000730828,0.003316476
15422,"Hoxc13","protein_coding","ENSMUSG00000001655","homeobox C13 [Source:MGI Symbol;Acc:MGI:99560]",51.59705435,109.9619758,126.7897923,7.558537561,16.14160599,29.68450531,56.95557854,-1.624756537,0.481176305,-3.376634553,0.000733785,0.003327139
